pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
35,A,basic,detour,,,0.10.0,591c7b87,2048,0,8,512,63,0,38,0,"18,20,22,24,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,24,23,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,28,22,25,23,21,18",20,0,0,63,6,20,-1,65536,,1057,"31,2",510,1371,"19,2,2998",4708,"4,32",2088,"5,31",908,1,2380,62,437762,3592,1574423,1905259,65536,1024,0,0,3218,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1835008,1835008,1769472,1703936,1572864,1507328,1441792,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1507328,1572864,1638400,1769472,1835008,1900544,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1611,2056521,0,1061594,994927,0,55,0,23,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","364200,413500,444839,484054,380035,393269,422013,438884,472642,489958,497078,522975,520663,532010,541061,535841,550128,530238,534378,511639,500787,457059,454279,428802,402518,411546,400087,393526,392681,400196,407398,395913,399878,388382,392311,397098,394190,392067,391436,388212,393826,435937,461594,478729,512671,532745,537573,556621,558729,558604,562290,551603,559570,552064,545992,545978,554480,522098,520041,546738,515679,471083,421555,361281",5,1,3671,0,2,5,1047.4180555555556,4,3600,0,773546,3686400,1835008,,true,,,
36,A,basic,straight,,,0.10.0,a535d20c,2048,65536,8,512,1,0,33,0,"15,17,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,9,9,10,11,9,10,12,12,12,12,12,10,11,12,12,12,13,12,10,11,8,6,6,5,5,5,0,0,0,0,0",39,58,0,63,6,43,-1,0,"4,32,3",2414,"24,22",601,3193,"27,22,3413",5028,"4,32",3942,"29,33",2846,1,12,67,1514589,26136,1683319,0,65536,1024,0,0,1484,"983040,1114112,1245184,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,65536,196608,294912,218453,360448,294912,218453,786432,786432,786432,786432,786432,655360,720896,786432,786432,393216,851968,393216,218453,240298,174762,393216,196608,327680,327680,327680,,,,,",1043,1193255,0,1172836,20419,0,32,0,24,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,1,2,1,1,1,0,0,0,0,0","308624,360407,393585,420637,334806,364710,374233,377987,367095,389220,380642,378151,398073,390246,388529,391933,396570,381802,367651,386379,387312,384162,381687,377134,393245,383554,388531,383422,385297,389978,382834,387360,0,155455,166096,161219,170687,159824,163079,167115,167396,166630,166316,173225,165617,165216,176329,168794,168814,167255,168337,163250,165265,157571,155903,151945,149029,141035,147451,142373,173694,175208,164597,134972",5,1,3160,0,26,5,1023.1222222222223,4,3600,4001140,1595116,3686400,1376256,,false,,,
36,A,basic,distributed,,,0.10.0,ea7d628a,2048,65536,8,512,1,0,41,0,"18,20,22,24,26,27,28,28,30,31,32,33,34,35,36,37,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,38,37,36,35,34,33,32,31,30,29,28,22,25,23,21,18",14,58,0,63,6,37,-1,0,"4,32,3",858,"24,2",333,1034,"30,23,2546",4113,"4,32",1420,"5,31",3421,1,3441,59,280,115,747752,1584266,65536,1024,0,0,1678,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1966080,2031616,2097152,2162688,2228224,2293760,2359296,2424832,2490368,2555904,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,196608,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2555904,2490368,2424832,2359296,2293760,2228224,2162688,2097152,2031616,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",2175,1513093,0,863691,649402,0,41,0,21,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","333205,363063,407367,409316,353333,378602,415449,428714,486041,516234,541599,573058,586551,625022,640445,660366,690323,706586,725680,725349,734047,733073,738020,741512,743343,746318,748124,737162,738550,728640,741861,742123,605572,695539,687646,703725,698182,693298,705796,707071,706185,710921,702946,709754,687385,690895,676697,667240,648717,630125,611507,600016,573118,569269,537044,542399,521985,489786,469908,505539,482474,439891,408481,349052",5,1,3087,0,2,5,1023.1425,4,3600,132581,1377989,3686400,1835008,,true,,,
36,A,basic,detour,,,0.10.0,52664cac,2048,65536,8,512,1,0,37,0,"18,20,22,24,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,24,23,22,21,21,21,21,21,21,21,21,5,21,21,21,21,21,21,21,21,23,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,28,22,25,23,21,18",14,58,0,63,6,18,-1,0,"4,32,3",1037,"19,2",464,1254,"25,2,2060",4130,"4,32",1477,"5,31",3420,1,1540,63,12683,1658,0,1879131,65536,1024,0,0,3373,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1835008,1835008,1769472,1703936,1572864,1507328,1441792,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,327680,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1507328,1572864,1638400,1769472,1835008,1900544,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1595,2234860,0,1361286,873574,0,60,0,21,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","364791,407412,450111,442338,386487,415537,450343,454315,499073,517667,530885,525125,547352,543532,553604,559844,561687,543169,529023,523064,504280,462378,450304,437230,415114,404439,409807,402216,415375,402288,407551,401956,105985,386773,389226,390244,393849,379983,388875,390068,386872,438171,456909,473072,510704,523887,544085,549893,564627,557847,549381,565472,558026,550590,557126,559897,548110,515128,519804,533527,503478,471268,425394,362874",5,1,3094,0,2,5,1023.1405555555556,4,3600,221008,675621,3686400,1835008,,true,,,
37,A,basic,straight,,,0.10.0,1e8c0b49,2048,65536,8,512,3,0,74,0,"6,10,18,18,19,19,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,21,19,17,13",18,56,0,7,6,78,2678,0,"4,32,3",349,"37,22",106,450,"35,22,2883",5028,"4,32",1855,"6,32",2434,1,12,26,93987,1937,3359182,0,65536,1024,0,0,368,"393216,327680,589824,393216,415061,415061,655360,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,196608,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,524288,1376256,1245184,1114112,425984",1297,460633,0,193712,266921,0,12,0,8,"1,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2","217363,251684,249419,213310,124398,138744,148108,147071,151960,156663,155290,158300,163999,160071,166133,168479,168035,170841,170683,177559,173904,180853,181257,183547,183075,185037,186149,188600,189232,190109,191086,184778,53034,314241,317240,327141,315201,328348,318672,317148,324874,323690,319282,315820,324127,322498,317313,317654,315778,317962,310590,308693,305175,294642,297125,284593,280537,273180,273797,459377,451121,393687,364697,313840",5,1,3210,0,2,5,1023.1083333333333,4,3600,1700242,2899777,3686400,655360,,false,,,
37,A,basic,distributed,,,0.10.0,11f42548,2048,65536,8,512,3,0,45,0,"12,14,15,15,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,8,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,38,37,36,35,34,33,32,31,30,29,28,22,25,23,21,18",14,56,0,33,6,42,-1,0,"4,32,3",605,"29,2",264,872,"27,2,3153",4108,"4,32",1413,"5,31",130,1,57,55,0,0,1244786,1337280,65536,1024,0,0,1284,"786432,917504,983040,983040,1114112,1179648,1245184,1310720,1441792,1507328,1572864,1638400,1703936,1769472,1835008,1900544,1966080,2031616,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,2097152,262144,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2555904,2490368,2424832,2359296,2293760,2228224,2162688,2097152,2031616,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1948,1423407,0,745463,677944,0,38,0,18,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","209639,231510,248521,288995,312540,334832,351043,379123,409103,436669,449244,475057,497350,526021,537843,569770,580008,607223,617915,626244,619936,634296,638390,644049,623014,644151,627694,637141,634689,634855,628272,628387,656525,750640,745268,753123,765693,750634,753248,753744,753744,755780,753557,749653,751960,731698,731979,708746,698059,663044,656195,626516,613772,596311,575314,551011,536674,486506,477262,541436,503712,469982,435337,361056",5,1,3079,0,2,5,1023.1447222222222,4,3600,132190,1573823,3686400,1245184,,true,,,
37,A,basic,detour,,,0.10.0,52664cac,2048,65536,8,512,3,0,37,0,"18,20,22,24,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,24,23,22,21,21,21,21,21,21,21,21,5,21,21,21,21,21,21,21,21,23,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,28,22,25,23,21,18",14,56,0,63,6,18,-1,0,"4,32,3",1037,"19,2",464,1254,"25,2,2060",4130,"4,32",1477,"5,31",3420,1,1540,63,12683,1658,0,1879131,65536,1024,0,0,3373,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1835008,1835008,1769472,1703936,1572864,1507328,1441792,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,327680,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1507328,1572864,1638400,1769472,1835008,1900544,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1595,2234860,0,1361286,873574,0,60,0,21,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","364791,407412,450111,442338,386487,415537,450343,454315,499073,517667,530885,525125,547352,543532,553604,559844,561687,543169,529023,523064,504280,462378,450304,437230,415114,404439,409807,402216,415375,402288,407551,401956,105985,386773,389226,390244,393849,379983,388875,390068,386872,438171,456909,473072,510704,523887,544085,549893,564627,557847,549381,565472,558026,550590,557126,559897,548110,515128,519804,533527,503478,471268,425394,362874",5,1,3094,0,2,5,1023.1405555555556,4,3600,221008,675621,3686400,1835008,,true,,,
38,A,basic,straight,,,0.10.0,ce7475f3,2048,65536,8,512,9,0,69,0,"14,17,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,21,19,17,13",18,50,0,63,6,75,2767,0,"4,32,3",396,"34,22",143,446,"37,22,2708",5028,"4,32",1855,"6,32",2906,1,12,31,94431,1964,3475821,0,65536,1024,0,0,411,"458752,1114112,1245184,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,589824,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,524288,1376256,1245184,1114112,425984",1303,528230,0,263809,264421,0,14,0,9,"2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2","262159,291816,306308,278828,173903,191964,205516,209085,214697,218507,228312,230075,233990,243413,242992,243976,254618,256426,255169,259170,265519,257298,270598,274506,264355,274959,279641,279893,288944,279164,284285,280770,113115,312741,328599,319211,322412,326608,323495,336357,319126,330727,319030,331258,322928,318925,319007,329895,317218,327256,311626,312935,308092,308448,297632,286043,291501,273735,272182,475045,447188,404425,360878,315140",5,1,3203,0,2,5,1023.1102777777778,4,3600,1455849,2798236,3686400,1376256,,false,,,
38,A,basic,distributed,,,0.10.0,8b675633,2048,65536,8,512,9,0,45,0,"12,19,19,22,25,27,28,28,30,31,32,33,34,35,36,37,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,14,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,38,37,36,35,34,33,32,31,30,29,28,22,25,23,21,18",14,50,0,63,6,42,-1,0,"4,32,3",639,"42,2",266,878,"23,2,1928",4108,"4,32",1414,"5,31",2368,1,57,55,0,0,1445171,1294752,65536,1024,0,0,1283,"786432,622592,622592,480597,819200,1769472,1835008,1835008,1966080,2031616,2097152,2162688,2228224,2293760,2359296,2424832,2490368,2555904,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,458752,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2555904,2490368,2424832,2359296,2293760,2228224,2162688,2097152,2031616,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",2183,1414334,0,755156,659178,0,38,0,18,"1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","235080,280271,295066,332386,325770,346646,370330,389903,439095,459948,479276,501687,531864,547973,576822,597255,619000,640906,659434,669922,671075,670428,684165,679681,679418,688042,688399,685488,685695,686678,685758,689083,636456,713810,716718,715765,722366,720725,723614,717064,730309,720555,736266,725736,719391,715667,721562,684776,676009,663132,631436,626327,593884,591978,564730,553918,521149,481852,475900,528304,504909,464595,427240,364599",5,1,3079,0,2,5,1023.1447222222222,4,3600,131950,1578359,3686400,1835008,,true,,,
38,A,basic,detour,,,0.10.0,52664cac,2048,65536,8,512,9,0,37,0,"18,20,22,24,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,24,23,22,21,21,21,21,21,21,21,21,5,21,21,21,21,21,21,21,21,23,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,28,22,25,23,21,18",14,50,0,63,6,18,-1,0,"4,32,3",1037,"19,2",464,1254,"25,2,2060",4130,"4,32",1477,"5,31",3420,1,1540,63,12683,1658,0,1879131,65536,1024,0,0,3373,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1835008,1835008,1769472,1703936,1572864,1507328,1441792,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,327680,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1507328,1572864,1638400,1769472,1835008,1900544,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1595,2234860,0,1361286,873574,0,60,0,21,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","364791,407412,450111,442338,386487,415537,450343,454315,499073,517667,530885,525125,547352,543532,553604,559844,561687,543169,529023,523064,504280,462378,450304,437230,415114,404439,409807,402216,415375,402288,407551,401956,105985,386773,389226,390244,393849,379983,388875,390068,386872,438171,456909,473072,510704,523887,544085,549893,564627,557847,549381,565472,558026,550590,557126,559897,548110,515128,519804,533527,503478,471268,425394,362874",5,1,3094,0,2,5,1023.1405555555556,4,3600,221008,675621,3686400,1835008,,true,,,
39,A,basic,straight,,,0.10.0,859f2136,2048,65536,8,512,63,0,68,0,"15,17,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,21,19,17,12",18,0,0,63,6,75,2769,0,"4,32,3",335,"45,22",142,428,"41,22,3040",5028,"4,32",1855,"6,32",1361,1,12,32,95684,1986,3805038,0,65536,1024,0,0,416,"983040,1114112,1245184,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,524288,1376256,1245184,1114112,393216",1315,524740,0,279181,245559,0,14,0,9,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2","260495,298969,314262,283102,181242,199830,210287,214794,218453,225716,234410,240318,241872,248958,251425,254184,264035,261272,272880,266235,276946,280392,277585,277303,292439,288773,288831,294072,293330,288620,306288,300660,298140,308820,314473,308179,324272,317590,309284,321967,314842,317186,323575,318292,323869,323905,311276,317694,311297,316757,304269,307388,306564,296944,299835,283027,286138,270944,263317,473005,443655,401904,362310,314698",5,1,3193,0,2,5,1023.1130555555555,4,3600,1487437,2796698,3686400,1376256,,false,,,
39,A,basic,distributed,,,0.10.0,34ea55dc,2048,65536,8,512,63,0,44,0,"12,17,21,22,26,27,28,28,30,31,32,33,34,35,36,37,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,39,38,37,36,35,34,33,32,31,30,29,28,22,25,23,21,18",14,0,0,63,6,42,-1,0,"4,32,3",647,"27,2",268,850,"19,2,2733",4108,"4,32",1413,"5,31",130,1,57,56,0,0,2616745,1200337,65536,1024,0,0,1282,"786432,371370,688128,720896,1703936,1769472,1835008,1835008,1966080,2031616,2097152,2162688,2228224,2293760,2359296,2424832,2490368,2555904,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2621440,2555904,2490368,2424832,2359296,2293760,2228224,2162688,2097152,2031616,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",2209,1407149,0,752455,654694,0,38,0,18,"1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","242052,280004,307789,328812,317807,349372,378694,386001,443348,457313,488404,498398,531979,556535,579236,597087,613533,648837,663168,664579,677441,678318,689003,695779,681620,696780,697521,700690,690409,694290,686718,710922,691002,702572,714038,702703,699939,716513,714799,711064,726203,721782,725546,729679,718479,716974,701840,699378,661991,659722,639474,621876,595449,592593,563896,541770,526653,484596,482727,531643,501888,460012,429619,361379",5,1,3083,0,2,5,1023.1436111111111,4,3600,132034,1580664,3686400,1835008,,true,,,
39,A,basic,detour,,,0.10.0,3d36d476,2048,65536,8,512,63,0,36,0,"18,20,22,24,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,24,23,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,24,25,27,28,29,30,30,30,30,30,30,30,30,30,30,29,28,22,25,23,21,18",14,0,0,63,6,18,-1,0,"4,32,3",939,"24,2",464,1181,"20,2,2836",4129,"4,32",1476,"5,31",1454,1,2486,64,11968,1649,1385888,1695949,65536,1024,0,0,3289,"1179648,1310720,1441792,1572864,1703936,1769472,1835008,1835008,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1900544,1835008,1835008,1769472,1703936,1572864,1507328,1441792,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1376256,1507328,1572864,1638400,1769472,1835008,1900544,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1966080,1900544,1835008,720896,1638400,1507328,1376256,1179648",1611,2225652,0,1347397,878255,0,60,0,20,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1","360902,406186,438319,453239,386094,414506,450260,458689,497323,511443,522577,533411,549982,549587,546927,564718,559233,539370,546714,514930,500336,472739,454877,436351,414756,402093,406516,410197,396560,401121,391768,417399,398094,401210,402416,407093,395710,397262,392232,388123,409928,433374,456268,478291,525033,525659,546841,562334,559363,569933,558583,548623,563417,549052,554559,551365,549188,541326,508570,546016,496713,472274,430278,366110",5,1,3094,0,2,5,1023.1405555555556,4,3600,183349,688149,3686400,1835008,,true,,,
40,A,basic,straight,,,0.10.0,02248ae3,2048,0,2,512,1,4096,74,0,"0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,8,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",710,58,0,24,63,46,-1,65536,,1028,"28,28",112,1028,"31,28,1609",71012,"31,32",71012,"31,32",3600,27,3600,26,630806174,150897,1787850,0,65536,1024,0,0,2142,",,,65536,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,262144,458752,524288,589824,589824,589824,589824,589824,589824,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,,,,,",295,0,0,0,0,0,0,0,53,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",,0,8091,21335,47007,47130,47447,47796,47918,48229,48572,48693,48998,49336,49456,49755,50088,50207,50500,50829,50775,47590,65524,89386,94770,93211,93518,93534,93290,92939,92811,0,11385,15272,18138,20575,22600,24168,26658,28271,29670,31018,32633,34060,35428,37982,41401,42874,43091,41661,41859,42056,42252,42447,42641,42834,43033,43225,,,,,",5,1,17964,27,27,5,1271.1730555555555,4,3600,0,1731258,3686400,196608,,true,,,
