pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
40,A,basic,distributed,,,0.10.0,e286a7d4,2048,0,2,512,1,4096,94,0,"0,0,0,1,9,9,10,12,13,14,15,16,16,16,15,16,16,16,15,14,13,13,9,7,7,7,7,7,7,7,10,12,6,6,6,6,6,6,6,6,6,6,6,8,10,12,13,16,16,17,17,16,17,17,15,15,15,14,14,7,11,9,7,0",49,58,0,63,6,87,2489,65536,,1609,"61,35",54,1610,"61,35,2037",5036,"4,32",4930,"61,34",2034,1,60,6,1188351,10673,970344,2500762,65536,1024,0,0,465,",,,65536,589824,589824,655360,786432,851968,917504,983040,524288,524288,524288,491520,524288,524288,524288,491520,458752,425984,425984,294912,229376,229376,229376,229376,229376,229376,229376,327680,393216,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,196608,174762,327680,393216,425984,524288,524288,557056,557056,524288,557056,1114112,983040,983040,491520,917504,917504,152917,720896,589824,458752,",786,0,0,0,0,0,0,0,12,"0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,3,1,1,1,0",",,,146862,118954,149774,169665,189059,221279,240277,260134,279109,306173,327268,345319,365824,384276,411365,435070,440736,429955,472141,562744,588042,589818,589716,589668,589595,589576,589922,663499,637815,599352,600986,601062,601053,600970,600976,601010,601017,601055,601031,601127,586628,511405,472926,439452,418686,396806,381762,348815,332716,319354,286216,272184,254949,230454,241948,223066,222224,150277,123843,98314,",5,1,4012,0,59,5,1038.8227777777777,4,3600,0,3235176,3686400,655360,,false,,,
40,A,basic,detour,,,0.10.0,7703f420,2048,0,2,512,1,4096,94,0,"0,0,0,0,8,9,10,12,13,14,13,14,14,14,13,14,14,15,13,12,11,11,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,9,11,12,13,15,16,16,15,16,16,16,16,15,15,14,7,11,9,7,0",101,58,0,63,6,85,2562,65536,,1594,"61,35",112,1596,"61,35,1045",10124,"60,34",10124,"60,34",1187,3,1187,6,4155808,9464,0,3439767,65536,1024,0,0,553,",,,,524288,589824,655360,786432,851968,917504,851968,917504,917504,917504,851968,917504,917504,983040,851968,786432,720896,720896,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,524288,589824,720896,786432,851968,983040,1048576,1048576,983040,1048576,1048576,1048576,1048576,491520,983040,917504,152917,720896,589824,458752,",678,0,0,0,0,0,0,0,14,"0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,0",",,,145290,128403,151879,165869,179780,210410,216922,213481,216708,241760,241426,224662,224053,248866,250585,232631,212277,199715,180036,140763,108525,105950,105722,105598,105468,105389,105291,105213,105114,104141,104928,104842,104757,104658,104566,104485,104385,104305,104185,110103,150007,177374,202317,232418,242428,253087,269383,249676,255284,268629,249044,257547,270443,251884,254819,238940,210925,152807,137502,111392,",5,1,3568,58,58,5,1035.9658333333334,4,3600,0,3160458,3686400,655360,,true,,,
41,A,basic,straight,,,0.10.0,a48d404d,2048,0,2,512,3,4096,98,0,"0,0,0,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",20,56,0,46,63,93,2290,65536,,0,,0,0,,18989,"4,32",2072,"27,32",253,7,164,2,12386763,3598,3552689,0,65536,1024,0,0,249,",,,65536,196608,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,393216,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",310,0,0,0,0,0,0,0,6,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",,0,8091,21335,47007,47130,47447,47796,47918,48229,48572,48693,48998,49336,49456,49755,50088,50207,50500,50829,50947,51235,51559,52425,52049,51599,51148,50971,50907,51075,51573,48140,54400,55530,56269,57249,58502,59618,61104,62292,63994,65602,67375,69062,70861,72617,74277,76077,76302,72536,72562,72550,72543,72572,72543,72562,72553,72536,,,,,",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3439175,3686400,196608,,false,,,
41,A,basic,distributed,,,0.10.0,c6d57d16,2048,0,2,512,3,4096,95,0,"0,0,0,1,9,9,10,12,13,14,15,16,16,16,15,16,16,16,15,14,13,13,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,11,13,14,17,17,18,18,17,17,17,15,14,14,14,14,7,11,9,7,0",49,56,0,63,6,87,2483,65536,,1608,"61,35",53,1608,"61,35,2021",5036,"4,32",4921,"61,34",2031,1,60,5,1181505,10626,976204,2500762,65536,1024,0,0,458,",,,65536,589824,589824,655360,786432,851968,917504,983040,524288,524288,524288,491520,524288,524288,524288,491520,458752,425984,425984,294912,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,196608,360448,425984,458752,557056,557056,589824,589824,557056,557056,1114112,983040,917504,458752,917504,917504,152917,720896,589824,458752,",782,0,0,0,0,0,0,0,12,"0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,3,1,1,1,0",",,,146862,118954,149774,169665,189059,221279,240277,260134,279109,306173,327268,345319,365824,384276,411365,435070,440736,429955,472141,562744,588042,589818,589716,589668,589595,589576,589530,589484,589438,588997,589312,589379,589364,589277,589277,589302,589302,589332,589302,589277,575565,501636,464079,431841,411597,390416,375650,342661,327194,314353,281053,267278,251820,226789,238673,221564,221786,150275,123878,98359,",5,1,4012,0,59,5,1038.8227777777777,4,3600,0,3241107,3686400,655360,,true,,,
41,A,basic,detour,,,0.10.0,7703f420,2048,0,2,512,3,4096,94,0,"0,0,0,0,8,9,10,12,13,14,13,14,14,14,13,14,14,15,13,12,11,11,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,9,11,12,13,15,16,16,15,16,16,16,16,15,15,14,7,11,9,7,0",101,56,0,63,6,85,2562,65536,,1594,"61,35",112,1596,"61,35,1045",10124,"60,34",10124,"60,34",1187,3,1187,6,4155808,9464,0,3439767,65536,1024,0,0,553,",,,,524288,589824,655360,786432,851968,917504,851968,917504,917504,917504,851968,917504,917504,983040,851968,786432,720896,720896,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,524288,589824,720896,786432,851968,983040,1048576,1048576,983040,1048576,1048576,1048576,1048576,491520,983040,917504,152917,720896,589824,458752,",678,0,0,0,0,0,0,0,14,"0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,0",",,,145290,128403,151879,165869,179780,210410,216922,213481,216708,241760,241426,224662,224053,248866,250585,232631,212277,199715,180036,140763,108525,105950,105722,105598,105468,105389,105291,105213,105114,104141,104928,104842,104757,104658,104566,104485,104385,104305,104185,110103,150007,177374,202317,232418,242428,253087,269383,249676,255284,268629,249044,257547,270443,251884,254819,238940,210925,152807,137502,111392,",5,1,3568,58,58,5,1035.9658333333334,4,3600,0,3160458,3686400,655360,,true,,,
42,A,basic,straight,,,0.10.0,3d4b3329,2048,0,2,512,9,4096,98,0,"0,0,0,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",20,50,0,46,63,93,2290,65536,,0,,0,0,,18989,"4,32",2072,"27,32",253,7,164,2,12386763,3598,3552788,0,65536,1024,0,0,249,",,,65536,196608,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,393216,393216,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",313,0,0,0,0,0,0,0,6,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",,0,8091,21335,47007,47130,47447,47796,47918,48229,48572,48693,48998,49336,49456,49755,50088,50207,50500,50829,50947,51235,51559,52425,52049,51599,51148,50971,50907,51075,51346,51742,57784,58105,58843,59696,60523,62321,63294,64439,66231,67483,68783,70748,72067,74040,75424,77277,77473,73534,73529,73534,73534,73529,73534,73534,73529,73534,,,,,",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3439184,3686400,196608,,false,,,
42,A,basic,distributed,,,0.10.0,44fce11e,2048,0,2,512,9,4096,95,0,"0,0,0,1,9,9,10,12,13,14,15,16,16,16,15,16,16,16,15,14,13,13,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,11,13,14,17,17,18,18,17,17,17,15,14,14,14,14,7,11,9,7,0",49,50,0,63,6,87,2483,65536,,1608,"61,35",53,1608,"61,35,2021",5036,"4,32",4921,"61,34",2031,1,60,5,1181505,10626,976204,2500762,65536,1024,0,0,458,",,,65536,589824,589824,655360,786432,851968,917504,983040,524288,524288,524288,491520,524288,524288,524288,491520,458752,425984,425984,294912,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,196608,360448,425984,458752,557056,557056,589824,589824,557056,557056,1114112,983040,917504,458752,917504,917504,152917,720896,589824,458752,",782,0,0,0,0,0,0,0,12,"0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,3,1,1,1,0",",,,146862,118954,149774,169665,189059,221279,240277,260134,279109,306173,327268,345319,365824,384276,411365,435070,440736,429955,472141,562744,588042,589818,589716,589668,589595,589576,589530,589484,589438,589994,589312,589379,589364,589277,589277,589302,589302,589332,589302,589277,575565,501636,464079,431841,411597,390416,375650,342661,327194,314353,281053,267278,251820,226789,238673,221564,221786,150275,123878,98359,",5,1,4012,0,59,5,1038.8227777777777,4,3600,0,3241099,3686400,655360,,true,,,
42,A,basic,detour,,,0.10.0,7703f420,2048,0,2,512,9,4096,94,0,"0,0,0,0,8,9,10,12,13,14,13,14,14,14,13,14,14,15,13,12,11,11,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,9,11,12,13,15,16,16,15,16,16,16,16,15,15,14,7,11,9,7,0",101,50,0,63,6,85,2562,65536,,1594,"61,35",112,1596,"61,35,1045",10124,"60,34",10124,"60,34",1187,3,1187,6,4155808,9464,0,3439767,65536,1024,0,0,553,",,,,524288,589824,655360,786432,851968,917504,851968,917504,917504,917504,851968,917504,917504,983040,851968,786432,720896,720896,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,524288,589824,720896,786432,851968,983040,1048576,1048576,983040,1048576,1048576,1048576,1048576,491520,983040,917504,152917,720896,589824,458752,",678,0,0,0,0,0,0,0,14,"0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,0",",,,145290,128403,151879,165869,179780,210410,216922,213481,216708,241760,241426,224662,224053,248866,250585,232631,212277,199715,180036,140763,108525,105950,105722,105598,105468,105389,105291,105213,105114,104141,104928,104842,104757,104658,104566,104485,104385,104305,104185,110103,150007,177374,202317,232418,242428,253087,269383,249676,255284,268629,249044,257547,270443,251884,254819,238940,210925,152807,137502,111392,",5,1,3568,58,58,5,1035.9658333333334,4,3600,0,3160458,3686400,655360,,true,,,
43,A,basic,straight,,,0.10.0,3d4b3329,2048,0,2,512,63,4096,98,0,"0,0,0,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",20,0,0,46,63,93,2290,65536,,0,,0,0,,18989,"4,32",2072,"27,32",253,7,164,2,12386763,3598,3552788,0,65536,1024,0,0,249,",,,65536,196608,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,393216,393216,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",313,0,0,0,0,0,0,0,6,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",,0,8091,21335,47007,47130,47447,47796,47918,48229,48572,48693,48998,49336,49456,49755,50088,50207,50500,50829,50947,51235,51559,52425,52049,51599,51148,50971,50907,51075,51346,51742,57784,58105,58843,59696,60523,62321,63294,64439,66231,67483,68783,70748,72067,74040,75424,77277,77473,73534,73529,73534,73534,73529,73534,73534,73529,73534,,,,,",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3439184,3686400,196608,,false,,,
43,A,basic,distributed,,,0.10.0,a7ceb6d6,2048,0,2,512,63,4096,95,0,"0,0,0,1,9,9,10,12,13,14,15,16,16,16,15,16,16,16,15,14,13,13,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,11,13,14,17,17,18,18,17,17,17,15,14,14,14,14,7,11,9,7,0",49,0,0,63,6,87,2483,65536,,1608,"61,35",52,1608,"61,35,2027",5036,"4,32",4921,"61,34",2037,1,60,5,1181446,10625,976204,2500762,65536,1024,0,0,458,",,,65536,589824,589824,655360,786432,851968,917504,983040,524288,524288,524288,491520,524288,524288,524288,491520,458752,425984,425984,294912,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,229376,196608,360448,425984,458752,557056,557056,589824,589824,557056,557056,1114112,983040,917504,458752,917504,917504,152917,720896,589824,458752,",783,0,0,0,0,0,0,0,12,"0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,3,1,1,1,0",",,,146862,118954,149774,169665,189059,221279,240277,260134,279109,306173,327268,345319,365824,384276,411365,435070,440736,429955,472141,562744,588042,589818,589716,589668,589595,589576,589530,589484,589438,589420,589402,589391,589302,589302,589277,589302,589238,589320,589277,589355,575565,501636,464079,431857,411632,390370,375636,342664,327227,314343,281041,267298,251842,226786,238668,221568,221836,150295,123883,98359,",5,1,4012,0,59,5,1038.8227777777777,4,3600,0,3241078,3686400,655360,,true,,,
43,A,basic,detour,,,0.10.0,8b886c58,2048,0,2,512,63,4096,94,0,"0,0,0,0,8,9,10,12,13,14,13,14,14,14,13,14,14,15,13,12,11,11,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,9,11,12,13,15,16,16,15,16,16,16,16,15,15,14,7,11,9,7,0",101,0,0,63,6,85,2562,65536,,1595,"61,35",110,1596,"61,35,1040",10124,"60,34",10124,"60,34",1176,3,1176,6,4155590,9464,0,3439767,65536,1024,0,0,553,",,,,524288,589824,655360,786432,851968,917504,851968,917504,917504,917504,851968,917504,917504,983040,851968,786432,720896,720896,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,524288,589824,720896,786432,851968,983040,1048576,1048576,983040,1048576,1048576,1048576,1048576,491520,983040,917504,152917,720896,589824,458752,",680,0,0,0,0,0,0,0,14,"0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,0",",,,145290,128403,151879,165869,179780,210410,216922,213481,216708,241760,241426,224662,224053,248866,250585,232631,212277,199715,180036,140763,108525,105950,105722,105598,105468,105389,105291,105213,105114,105009,104928,104842,104757,104658,104566,104485,104385,104305,104185,110103,150007,177333,202357,232421,242422,253106,269407,249680,255284,268628,249052,257536,270493,251905,254810,238956,210925,152813,137503,111392,",5,1,3568,58,58,5,1035.9658333333334,4,3600,0,3160402,3686400,655360,,true,,,
44,A,basic,straight,,,0.10.0,b2101bee,2048,65536,2,512,1,4096,18,0,"0,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0",170,58,0,63,6,44,-1,0,"4,32,3",15777,"1,32",3646,15777,"1,32,3600",18215,"4,32",17038,"2,32",3600,6,3600,82,89757405,292033,1704708,0,65536,1024,0,0,2354,",327680,458752,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,65536,131072,131072,131072,131072,196608,196608,196608,196608,196608,196608,196608,196608,196608,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,,,,,",414,0,0,0,0,0,0,0,55,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",91088,128533,162362,162249,164237,161633,163931,161347,164828,162470,166181,163704,168098,165094,169466,165358,169561,165126,169801,165080,170147,165291,170453,165418,170674,165728,171573,165901,174367,168455,171694,0,26689,31815,35157,37511,39664,41376,43114,45644,47890,49488,51267,53515,55067,57202,58908,61163,61422,58976,59118,59229,59344,59460,59575,59747,59866,59866,,,,,",5,1,16167,0,2,5,1161.8647222222223,4,3600,3462469,1643992,3686400,589824,,true,,,
44,A,basic,distributed,,,0.10.0,e8a54a38,2048,65536,2,512,1,4096,94,0,"0,0,3,7,9,10,12,13,14,15,16,17,18,18,18,18,18,18,18,16,15,14,13,10,8,8,8,8,8,10,12,12,6,8,8,8,8,8,8,8,8,8,8,12,13,15,17,18,19,19,19,19,19,18,16,15,16,15,14,8,11,9,7,0",16,58,0,63,6,88,2465,0,"4,32,3",716,"61,35",56,716,"61,35,940",4108,"4,32",1694,"61,34",949,1,50,6,0,0,1165136,2305647,65536,1024,0,0,440,",,196608,458752,589824,655360,786432,851968,917504,983040,1048576,557056,589824,589824,589824,589824,589824,589824,589824,524288,491520,458752,425984,327680,262144,262144,262144,262144,262144,327680,393216,393216,196608,262144,262144,262144,262144,262144,262144,262144,262144,262144,262144,393216,425984,491520,557056,589824,622592,622592,622592,622592,1245184,1179648,1048576,983040,1048576,983040,917504,262144,720896,589824,458752,",816,0,0,0,0,0,0,0,11,"0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,0",",,53725,118961,145323,167014,185136,206190,238264,258124,278312,299083,326784,350165,371703,393826,414650,443592,471021,480408,478274,518051,592044,620066,622016,622094,621987,622094,622028,639822,650154,597546,625242,628163,627997,627628,627745,627344,627490,627121,627222,627147,626360,605091,526505,487093,456414,437151,420487,398953,363909,348239,332337,296265,282443,265707,241992,246638,223413,203798,169297,144870,119999,",5,1,3084,0,59,5,1023.1433333333333,4,3600,741666,3259955,3686400,786432,,false,,,
44,A,basic,detour,,,0.10.0,33cc27b9,2048,65536,2,512,1,4096,92,0,"0,0,3,7,9,10,12,13,14,15,16,15,15,15,16,15,15,15,15,13,12,11,10,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,7,9,10,12,13,14,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",18,58,0,63,6,85,2557,0,"4,32,3",861,"61,35",178,861,"61,35,1229",4108,"4,32",1878,"61,34",1329,1,35,8,0,0,0,3431696,65536,1024,0,0,548,",,196608,458752,589824,655360,786432,851968,917504,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,458752,458752,393216,393216,393216,393216,393216,393216,393216,327680,393216,393216,393216,393216,393216,393216,393216,393216,458752,589824,655360,786432,851968,917504,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",684,0,0,0,0,0,0,0,14,"0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",,55766,119383,150430,168927,185109,204107,237083,243719,233995,236673,256537,259975,244964,243312,262393,268003,249170,222922,208481,191930,151083,109058,102739,102479,102380,102139,102049,101960,101889,101848,100365,101822,101822,101822,101822,101822,101822,101822,101818,103438,121718,159696,182821,209145,237674,252977,271530,282138,264696,271368,280630,262824,270831,279798,259012,254801,237910,203793,179047,155607,129261,",5,1,3080,0,59,5,1023.1444444444444,4,3600,1382956,3165659,3686400,786432,,true,,,
45,A,basic,straight,,,0.10.0,83ce15bb,2048,65536,2,512,3,4096,97,0,"0,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,3,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,0,0,0,0,0",18,56,0,63,63,93,2280,0,"4,32,3",40,"1,32",0,40,"1,32,43",5028,"4,32",1867,"6,32",74,1,12,3,82895,1814,3564964,0,65536,1024,0,0,239,",65536,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,458752,196608,393216,393216,393216,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,327680,327680,327680,327680,327680,327680,327680,327680,327680,,,,,",332,0,0,0,0,0,0,0,6,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",0,27662,42956,42532,49035,50662,51763,52931,53809,54443,55197,55783,56376,56962,57564,58195,58673,59235,59666,60150,60635,61106,61837,63153,63276,63599,63353,63463,63660,64386,71128,53273,65933,67712,68870,70832,72152,74201,76229,78222,80243,82190,84081,85932,87627,89409,91184,92668,92680,86545,86570,86570,86545,86557,86538,86570,86557,85782,,,,,",5,1,3142,0,2,5,1023.1272222222223,4,3600,1857261,3449173,3686400,327680,,false,,,
